,40919,41307,41435,61703,65550,63006,70373,92770,95005,96366,92760
40919,0.9305973010310725,0.07857426281510808,0.026583986458322516,0.03855015383557859,0.020868014150940292,0.03308158694977003,0.02689983126537587,-0.009387494591503004,0.032842874621560464,0.03477784822300742,0.034929294581678455
41307,0.07857426281510808,0.17714650236350704,0.013553956801810279,0.014819384344347653,0.014793054338133093,0.01436136046605874,0.014082259404230494,0.017057831189126817,0.013840082693230471,0.014415040196584392,0.015061894525210662
41435,0.026583986458322516,0.013553956801810279,0.018969365721423406,0.019654616583420745,0.019563862176681525,0.018669174690772235,0.018487193681129388,0.02685711294016376,0.01877053977778961,0.01978384579528815,0.01879174538357412
61703,0.03855015383557859,0.014819384344347653,0.019654616583420745,0.021159563015989754,0.020347799998141895,0.019521423407089185,0.019348342312910726,0.0259511296868302,0.01980020094512382,0.020743862881723252,0.019699387265442157
65550,0.020868014150940292,0.014793054338133093,0.019563862176681525,0.020347799998141895,0.021104597602973594,0.019213561143851875,0.019150273447535282,0.027292445329297078,0.019295934702860403,0.020482161473690048,0.019293592379827862
63006,0.03308158694977003,0.01436136046605874,0.018669174690772235,0.019521423407089185,0.019213561143851875,0.018520257884725718,0.018317393393545985,0.026170571299735844,0.01863648737522357,0.01960382269182881,0.01866685996739819
70373,0.02689983126537587,0.014082259404230494,0.018487193681129388,0.019348342312910726,0.019150273447535282,0.018317393393545985,0.018231654006529704,0.026274677460008878,0.018443746057924055,0.01940045557461564,0.018436785989659855
92770,-0.009387494591503004,0.017057831189126817,0.02685711294016376,0.0259511296868302,0.027292445329297078,0.026170571299735844,0.026274677460008878,0.05565756580510522,0.026063020983993036,0.027166905905831564,0.02681235103870273
95005,0.032842874621560464,0.013840082693230471,0.01877053977778961,0.01980020094512382,0.019295934702860403,0.01863648737522357,0.018443746057924055,0.026063020983993036,0.0188747099372431,0.01973375088986691,0.01883580908092201
96366,0.03477784822300742,0.014415040196584392,0.01978384579528815,0.020743862881723252,0.020482161473690048,0.01960382269182881,0.01940045557461564,0.027166905905831564,0.01973375088986691,0.020953594184187255,0.019825392663806746
92760,0.034929294581678455,0.015061894525210662,0.01879174538357412,0.019699387265442157,0.019293592379827862,0.01866685996739819,0.018436785989659855,0.02681235103870273,0.01883580908092201,0.019825392663806746,0.019049165848778592
